recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
133187729,"{'steamid': '76561198216693259', 'num_games_owned': 141, 'num_reviews': 58, 'playtime_forever': 489, 'playtime_last_two_weeks': 0, 'playtime_at_review': 489, 'last_played': 1676763120}",english,the historymaker will never be forgotten,1676829535,1676829535,True,1,0,0.513177156448364258,0,True,False,False,True,
133130847,"{'steamid': '76561198076306229', 'num_games_owned': 200, 'num_reviews': 13, 'playtime_forever': 876, 'playtime_last_two_weeks': 0, 'playtime_at_review': 729, 'last_played': 1676917502}",english,good old skool game.,1676757646,1676757646,True,0,0,0,0,True,False,False,True,
133043862,"{'steamid': '76561198042157837', 'num_games_owned': 137, 'num_reviews': 1, 'playtime_forever': 426, 'playtime_last_two_weeks': 0, 'playtime_at_review': 393, 'last_played': 1676808181}",english,Play old school,1676654587,1676654587,True,0,0,0,0,True,False,False,True,
132726993,"{'steamid': '76561198101119780', 'num_games_owned': 116, 'num_reviews': 12, 'playtime_forever': 136, 'playtime_last_two_weeks': 23, 'playtime_at_review': 113, 'last_played': 1678217849}",english,"just a goated game i just sat in the car listening to chatterbox for 30 minutes, on a mission i forgot what i was doing because the world is so detailed",1676227887,1676227980,True,0,0,0,0,True,False,False,True,
132669323,"{'steamid': '76561198369696691', 'num_games_owned': 51, 'num_reviews': 37, 'playtime_forever': 1504, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1504, 'last_played': 1619033752}",english,good game,1676165266,1676165266,True,0,0,0,0,True,False,False,True,
132610068,"{'steamid': '76561198049459983', 'num_games_owned': 375, 'num_reviews': 30, 'playtime_forever': 650, 'playtime_last_two_weeks': 0, 'playtime_at_review': 650, 'last_played': 1479430203}",english,"Grand Theft Auto 3, also known as GTA 3, is an absolute classic in the world of video games. This game revolutionized the open-world genre and set the bar for future games in the series. If you're a fan of action, adventure, or sandbox-style games, then GTA 3 is a must-play.

One of the standout features of GTA 3 is its vast and immersive open-world. The game's city of Liberty City is vast and detailed, and players can explore every corner of it, from the bustling downtown area to the quiet suburbs. The game's graphics are also top-notch, with detailed character models and atmospheric environments that bring the world to life.

Another great aspect of GTA 3 is its entertaining and over-the-top gameplay. The game's missions are a blast to play, and they range from fast-paced car chases to explosive shootouts. And with its wide variety of weapons and vehicles, players can tailor their playstyle to suit their preferences and take on the city in their own unique way.

In addition to its great gameplay, GTA 3 also features a fantastic soundtrack. The game's radio stations feature a wide range of music styles, from rock to hip hop to classical, and they provide a great backdrop for the player's adventures. And the game's voice acting is top-notch, bringing the characters and world to life.

Finally, the game's freedom and replayability are another highlight. Players can explore the city, complete missions, and cause mayhem however they see fit. And with multiple endings and hidden secrets, the game offers endless replayability, making it a great option for players who want to experience everything the game has to offer.

In conclusion, Grand Theft Auto 3 is an absolute classic in the world of video games. With its vast and immersive open-world, entertaining gameplay, great soundtrack, and freedom, GTA 3 is a must-play for fans of action, adventure, and sandbox-style games. So if you're looking for an awesome gaming experience, be sure to check out Grand Theft Auto 3!",1676113042,1676113042,True,0,0,0,0,True,False,False,True,
132387230,"{'steamid': '76561198261386907', 'num_games_owned': 205, 'num_reviews': 24, 'playtime_forever': 742, 'playtime_last_two_weeks': 0, 'playtime_at_review': 742, 'last_played': 1611730782}",english,"Flashback 95.6 ;)
",1675799721,1675799721,True,0,0,0,0,True,False,False,True,
132347220,"{'steamid': '76561198067790989', 'num_games_owned': 416, 'num_reviews': 10, 'playtime_forever': 81352, 'playtime_last_two_weeks': 9529, 'playtime_at_review': 60805, 'last_played': 1677983505}",english,"Toni: Those washerwomen aint been payin' their protection money.
Toni: And watch the car, Joey just fixed this junk heap.
Toni: So no fancy crap, Ok?",1675733148,1675733148,True,0,0,0,1,True,False,False,True,
132335065,"{'steamid': '76561198190593642', 'num_games_owned': 122, 'num_reviews': 34, 'playtime_forever': 813, 'playtime_last_two_weeks': 0, 'playtime_at_review': 764, 'last_played': 1676874196}",english,Saint Mark's is a very safe place to visit after Sayonara Salvatore!,1675713328,1675713328,True,1,3,0.523809552192687988,0,True,False,False,True,
132295998,"{'steamid': '76561198353733431', 'num_games_owned': 56, 'num_reviews': 8, 'playtime_forever': 3110, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1060, 'last_played': 1676722490}",english,cop fucking arrests me from 10 nautical miles away,1675646915,1675646915,True,1,0,0,0,True,False,False,True,
132285314,"{'steamid': '76561198180834418', 'num_games_owned': 112, 'num_reviews': 65, 'playtime_forever': 515, 'playtime_last_two_weeks': 0, 'playtime_at_review': 515, 'last_played': 1607138669}",english,I hate this game,1675631368,1675631368,True,1,0,0,0,True,False,False,True,
132177434,"{'steamid': '76561198893736589', 'num_games_owned': 42, 'num_reviews': 8, 'playtime_forever': 398, 'playtime_last_two_weeks': 0, 'playtime_at_review': 391, 'last_played': 1675514070}",english,nice game,1675503870,1675503870,True,1,0,0,0,True,False,False,True,
132093215,"{'steamid': '76561198440818383', 'num_games_owned': 90, 'num_reviews': 69, 'playtime_forever': 739, 'playtime_last_two_weeks': 0, 'playtime_at_review': 739, 'last_played': 1613673898}",english,GREAT GAME,1675382111,1675382111,True,0,0,0,0,True,False,False,True,
132026266,"{'steamid': '76561198406220263', 'num_games_owned': 36, 'num_reviews': 10, 'playtime_forever': 222, 'playtime_last_two_weeks': 0, 'playtime_at_review': 222, 'last_played': 1637359367}",english,gamer,1675287398,1675287398,True,0,0,0,0,True,False,False,True,
131881433,"{'steamid': '76561198295160608', 'num_games_owned': 92, 'num_reviews': 41, 'playtime_forever': 1944, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1156, 'last_played': 1675351552}",english,He just like me fr...,1675099163,1675099163,True,0,0,0,0,True,False,False,True,
131874803,"{'steamid': '76561198079799242', 'num_games_owned': 76, 'num_reviews': 2, 'playtime_forever': 6914, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6914, 'last_played': 1675007320}",english,"One of the best games for it's time, a must have",1675091430,1675091430,True,0,0,0,0,True,False,False,True,
131825734,"{'steamid': '76561198097280351', 'num_games_owned': 134, 'num_reviews': 10, 'playtime_forever': 1015, 'playtime_last_two_weeks': 0, 'playtime_at_review': 615, 'last_played': 1676838477}",english,damn this new definitive edition update looks wild,1675021037,1675021037,True,0,1,0,0,True,False,False,True,
131794758,"{'steamid': '76561198193168855', 'num_games_owned': 1065, 'num_reviews': 55, 'playtime_forever': 3928, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3928, 'last_played': 1674991309}",english,Loved the game as a kid and have never stopped loving the game as a whole. Played it twice. once to beat it and another time because I wanted to 100% when I screwed up the first run.  The port isn't great but I HIGHLY recommend getting the Updated classic config by Phillips_27. It is the same game you remember but looks slightly better and a ton of the bugs are fixed but not all. Still that same good ol jank and even a few of the not so good.,1674991547,1674991547,True,2,0,0.545454561710357666,0,True,False,False,True,
131769344,"{'steamid': '76561198163113726', 'num_games_owned': 114, 'num_reviews': 6, 'playtime_forever': 24, 'playtime_last_two_weeks': 0, 'playtime_at_review': 24, 'last_played': 1562440874}",english,buggy garbage that is just a cash grab. regret buying this and regret not getting a refund. 0/10 wont buy rockstar ever again,1674958182,1674958182,False,0,0,0.422966510057449341,2,True,False,False,True,
131537494,"{'steamid': '76561198302658246', 'num_games_owned': 5, 'num_reviews': 1, 'playtime_forever': 207, 'playtime_last_two_weeks': 0, 'playtime_at_review': 192, 'last_played': 1676310063}",english,"The realistic action
",1674667353,1674667353,True,0,0,0,0,True,False,False,True,
131445480,"{'steamid': '76561198321412524', 'num_games_owned': 82, 'num_reviews': 13, 'playtime_forever': 1459, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1459, 'last_played': 1674432782}",english,"yes
",1674540674,1674540674,True,0,0,0,0,True,False,False,True,
131352048,"{'steamid': '76561198327750034', 'num_games_owned': 936, 'num_reviews': 11, 'playtime_forever': 32, 'playtime_last_two_weeks': 0, 'playtime_at_review': 32, 'last_played': 1612121628}",english,"This is what happens when a beloved company gets taken over by the fun police and corporate, big wig, fat cats who only see charts and stats. I was lucky enough to get the original versions long before the garbage 'remasters' were created but I know others are not so lucky. Other than pirating/emulating the originals, I guess you can look for a site that still sells steam keys for the originals. If you find a good site, can you hook me up? I missed out on Poker Night 2.",1674407645,1674407645,True,0,0,0,0,True,False,False,True,
131342523,"{'steamid': '76561197981425423', 'num_games_owned': 468, 'num_reviews': 20, 'playtime_forever': 228, 'playtime_last_two_weeks': 0, 'playtime_at_review': 228, 'last_played': 1420496239}",english,fun,1674398844,1674398844,True,1,0,0.516129076480865479,0,True,False,False,True,
131330412,"{'steamid': '76561199134903451', 'num_games_owned': 25, 'num_reviews': 2, 'playtime_forever': 2056, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2014, 'last_played': 1676556269}",english,"good game. mods are highly recommended for tollerable experience, otherwise bugs bugs bugs and lumpy imperfections. 8/10",1674386310,1674386310,True,0,0,0,0,True,False,False,True,
131324489,"{'steamid': '76561198032837237', 'num_games_owned': 400, 'num_reviews': 22, 'playtime_forever': 2210, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2210, 'last_played': 1670007594}",english,"This is actually the second Grand Theft Auto game that i have played and wasn't able to play the series in proper order. I didn't bother adding modifications into the game that's available online when you search for Grand Theft Auto III modifications. This is one of the games that i played because of it's availability when i didn't have internet at the time. I have played and finished the story missions enumerable times, maybe twice.",1674378059,1674378059,True,0,0,0,0,True,False,False,True,
131270438,"{'steamid': '76561198076048944', 'num_games_owned': 646, 'num_reviews': 141, 'playtime_forever': 12, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12, 'last_played': 1516226078}",english,GTA - Always like it.,1674309002,1674309002,True,9,0,0.626483738422393799,0,True,False,False,True,
131261156,"{'steamid': '76561197996067996', 'num_games_owned': 322, 'num_reviews': 25, 'playtime_forever': 195, 'playtime_last_two_weeks': 0, 'playtime_at_review': 195, 'last_played': 1673684530}",english,"Apparently you cant view this any more cause they want you to download the hd version, SO HAHAHAAH SMD",1674296197,1674296197,True,0,0,0,2,True,False,False,True,
131251849,"{'steamid': '76561197995165022', 'num_games_owned': 513, 'num_reviews': 27, 'playtime_forever': 705, 'playtime_last_two_weeks': 0, 'playtime_at_review': 705, 'last_played': 1637640656}",english,Goofy fun.  Great radio stations.,1674281325,1674281325,True,0,0,0,0,True,False,False,True,
131239391,"{'steamid': '76561198045459137', 'num_games_owned': 484, 'num_reviews': 39, 'playtime_forever': 29, 'playtime_last_two_weeks': 0, 'playtime_at_review': 29, 'last_played': 1509587567}",english,Just be glad you have this before they added the remaster only option.,1674262059,1674262059,True,1,1,0.523809552192687988,0,True,False,False,True,
131220148,"{'steamid': '76561198256866267', 'num_games_owned': 300, 'num_reviews': 92, 'playtime_forever': 364, 'playtime_last_two_weeks': 0, 'playtime_at_review': 358, 'last_played': 1674405776}",english,remaster better cry about it idiots,1674237402,1674237402,False,0,2,0.318375289440155029,0,True,False,False,True,
131206203,"{'steamid': '76561198087681511', 'num_games_owned': 352, 'num_reviews': 44, 'playtime_forever': 51, 'playtime_last_two_weeks': 1, 'playtime_at_review': 51, 'last_played': 1677639625}",english,"The game that started it all. With Silent Patch and a few small mods, this game is still an absolute gem and time capsule well worth the experience. Playing the Remaster will ruin any first experience with the 3D era games. I highly suggest finding a viable method to obtaining the original versions and avoiding spending money on the ugly and broken messes they are trying to sell now.",1674221028,1674221028,True,1,0,0.525862038135528564,0,True,False,False,True,
131184058,"{'steamid': '76561198040396222', 'num_games_owned': 232, 'num_reviews': 35, 'playtime_forever': 27, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27, 'last_played': 1666743951}",english,"Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS Definitive Edition SUCKS

I have repeated this mantra until Rockstar gets their game together.",1674186709,1674186709,True,0,0,0,0,True,False,False,True,
131181870,"{'steamid': '76561198263311223', 'num_games_owned': 542, 'num_reviews': 118, 'playtime_forever': 389, 'playtime_last_two_weeks': 0, 'playtime_at_review': 389, 'last_played': 1664398723}",english,"Time to point and laugh at who bought this in the ""GTA Trilogy-Definitive edition"" bundle :)",1674183399,1674183399,False,2,1,0.395950496196746826,0,True,False,False,True,
131171837,"{'steamid': '76561198354731750', 'num_games_owned': 279, 'num_reviews': 38, 'playtime_forever': 280, 'playtime_last_two_weeks': 0, 'playtime_at_review': 273, 'last_played': 1674168545}",english,"Lol, not the defective edition at least but you will need to download a quick patch.",1674167596,1674167596,True,0,0,0,0,True,False,False,True,
131165279,"{'steamid': '76561198431068320', 'num_games_owned': 130, 'num_reviews': 4, 'playtime_forever': 1197, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1197, 'last_played': 1675486896}",english,https://archive.org/details/grandtheftautoiiipccdrom2002,1674158875,1678221992,True,0,0,0,0,True,False,False,True,
131162048,"{'steamid': '76561198157392394', 'num_games_owned': 1438, 'num_reviews': 656, 'playtime_forever': 39, 'playtime_last_two_weeks': 0, 'playtime_at_review': 39, 'last_played': 1583703433}",english,The third one.,1674154767,1674154767,True,1,0,0.488406538963317871,0,True,False,False,True,
131108110,"{'steamid': '76561198111308874', 'num_games_owned': 843, 'num_reviews': 16, 'playtime_forever': 918, 'playtime_last_two_weeks': 0, 'playtime_at_review': 341, 'last_played': 1674579957}",english,A gaming Juggernaut Still Holds Up today,1674075405,1674075405,True,0,0,0,0,True,False,False,True,
130798067,"{'steamid': '76561198127358417', 'num_games_owned': 82, 'num_reviews': 3, 'playtime_forever': 2822, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2194, 'last_played': 1673787852}",english,"Did a 100% play through in Jan 2023. After installing a couple patches to fix the menus, resolution, and controls, this game was just as good as I remember when I played it it back in 2001 when it came out. If you're thinking about replaying it or playing it for the first time, you won't regret it.",1673661733,1673661733,True,1,0,0.497942358255386353,0,True,False,False,True,
130505618,"{'steamid': '76561198442630595', 'num_games_owned': 91, 'num_reviews': 1, 'playtime_forever': 711, 'playtime_last_two_weeks': 0, 'playtime_at_review': 711, 'last_played': 1673075248}",english,game of the year,1673274617,1673274617,True,0,0,0,0,True,False,False,True,
130495167,"{'steamid': '76561198273146412', 'num_games_owned': 40, 'num_reviews': 1, 'playtime_forever': 2137, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2137, 'last_played': 1673261825}",english,101.1 MSX FM in your manor,1673261569,1673261569,True,0,0,0,0,True,False,False,True,
130458648,"{'steamid': '76561198191870818', 'num_games_owned': 121, 'num_reviews': 58, 'playtime_forever': 442, 'playtime_last_two_weeks': 0, 'playtime_at_review': 434, 'last_played': 1673210468}",english,"It's rough for me, but honestly I will take it any day instead of Online and the defective editions. It's a piece of history at this point, that deserves to be respected.",1673209949,1673209949,True,5,0,0.579403519630432129,0,True,False,False,True,
130382120,"{'steamid': '76561198802147729', 'num_games_owned': 153, 'num_reviews': 66, 'playtime_forever': 569, 'playtime_last_two_weeks': 0, 'playtime_at_review': 569, 'last_played': 1673127219}",english,"Even ignoring the obvious bugs/glitches that come with a 20+ year old game, this game is still just plain terrible. The story is incredibly dry, and the map has little to no character. By [b]far[/b] the worst game in the GTA series. they did everyone a favor taking it off the store to be brutally honest.

Good for nostalgia, but that's about it.",1673127883,1673127883,False,0,1,0.377954930067062378,4,True,False,False,True,
130377860,"{'steamid': '76561198015224396', 'num_games_owned': 936, 'num_reviews': 9, 'playtime_forever': 1971, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1971, 'last_played': 1672879904}",english,My Rating For This for classic masterpiece Game is : 8.5\ 10,1673123812,1673123812,True,0,0,0,0,True,False,False,True,
130367616,"{'steamid': '76561198003914311', 'num_games_owned': 220, 'num_reviews': 55, 'playtime_forever': 1237, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1237, 'last_played': 1660460159}",english,OOOOOHHH [IN ITALIAN],1673114524,1673114524,True,1,1,0.523809552192687988,0,True,False,False,True,
130354186,"{'steamid': '76561198025874928', 'num_games_owned': 271, 'num_reviews': 1, 'playtime_forever': 366, 'playtime_last_two_weeks': 0, 'playtime_at_review': 324, 'last_played': 1673105453}",english,Gud,1673102784,1673102784,True,0,0,0,0,True,False,False,True,
130343575,"{'steamid': '76561199022253487', 'num_games_owned': 134, 'num_reviews': 104, 'playtime_forever': 1879, 'playtime_last_two_weeks': 1, 'playtime_at_review': 1654, 'last_played': 1678467567}",english,You play as a silent boy.,1673093028,1673093028,True,8,2,0.610282242298126221,0,True,False,False,True,
